"id";"extension";"name";"proto";"des";"return";"params"
"2888";"SQLite";"sqlite_close";"void sqlite_close(resource dbhandle)";"Closes an open SQLite database.";"void";
"2889";"SQLite";"sqlite_column";"mixed sqlite_column(resource result, mixed index_or_name[, bool decode_binary])";"Fetches a column from the current row of a result set.";"mixed";
"2890";"SQLite";"sqlite_create_aggregate";"bool sqlite_create_aggregate(resource dbhandle, string function_name, mixed step_func, mixed finalize_func[, int num_args])";"Register an aggregating UDF for use in SQL statements.";"bool";
"2891";"SQLite";"sqlite_create_function";"bool sqlite_create_function(resource dbhandle, string function_name, mixed callback[, int num_args])";"Registers a regular User Defined Function for use in SQL statements.";"bool";
"2892";"SQLite";"sqlite_current";"array sqlite_current(resource result[, int result_type[, bool decode_binary]])";"Fetches the current row from a result set as an array.";"array";
"2893";"SQLite";"sqlite_error_string";"string sqlite_error_string(int error_code)";"Returns the textual description of an error code.";"string";
"2894";"SQLite";"sqlite_escape_string";"string sqlite_escape_string(string item)";"Escapes a string for use as a query parameter";"string";
"2895";"SQLite";"sqlite_exec";"bool sqlite_exec(resource dbhandle, string query)bool sqlite_exec(string query, resource dbhandle)";"Executes a result-less query against a given database.";"bool";
"2896";"SQLite";"sqlite_factory";"object sqlite_factory(string filename[, int mode[, string &error_message]])";"Opens a SQLite database and creates an object for it";"object";
"2897";"SQLite";"sqlite_fetch_all";"array sqlite_fetch_all(resource result[, int result_type[, bool decode_binary]])";"Fetches all rows from a result set as an array of arrays";"array";
"2898";"SQLite";"sqlite_fetch_array";"array sqlite_fetch_array(resource result[, int result_type[, bool decode_binary]])";"Fetches the next row from a result set as an array.";"array";
"2899";"SQLite";"sqlite_fetch_column_types";"resource sqlite_fetch_column_types(string table_name, resource db)";"Return an array of column types from a particular table.";"resource";
"2900";"SQLite";"sqlite_fetch_object";"object sqlite_fetch_object(resource result[, string class_name[, array ctor_params[, bool decode_binary]]])";"Fetches the next row from a result set as an object";"object";
"2901";"SQLite";"sqlite_fetch_single";"string sqlite_fetch_single(resource result[, int result_type[, bool decode_binary]])";"Fetches the first column of a result set as a string.";"string";
"2902";"SQLite";"sqlite_fetch_string";;"Alias of sqlite_fetch_single";;
"2903";"SQLite";"sqlite_field_name";"string sqlite_field_name(resource result, int field_index)";"Returns the name of a particular field.";"string";
"2904";"SQLite";"sqlite_has_more";"bool sqlite_has_more(resource result)";"Returns whether or not more rows are available.";"bool";
"2905";"SQLite";"sqlite_last_error";"int sqlite_last_error(resource dbhandle)";"Returns the error code of the last error for a database.";"int";
"2906";"SQLite";"sqlite_last_insert_rowid";"int sqlite_last_insert_rowid(resource dbhandle)";"Returns the rowid of the most recently inserted row.";"int";
"2907";"SQLite";"sqlite_libencoding";"string sqlite_libencoding()";"Returns the encoding of the linked SQLite library.";"string";
"2908";"SQLite";"sqlite_libversion";"string sqlite_libversion()";"Returns the version of the linked SQLite library.";"string";
"2909";"SQLite";"sqlite_next";"bool sqlite_next(resource result)";"Seek to the next row number.";"bool";
"2910";"SQLite";"sqlite_num_fields";"int sqlite_num_fields(resource result)";"Returns the number of fields in a result set.";"int";
"2911";"SQLite";"sqlite_num_rows";"int sqlite_num_rows(resource result)";"Returns the number of rows in a buffered result set.";"int";
"2912";"SQLite";"sqlite_open";"resource sqlite_open(string filename[, int mode[, string &error_message]])";"Opens a SQLite database.  Will create the database if it does not exist";"resource";
"2913";"SQLite";"sqlite_popen";"resource sqlite_popen(string filename[, int mode[, string &error_message]])";"Opens a persistent handle to an SQLite database.  Will create the database if it does not exist.";"resource";
"2914";"SQLite";"sqlite_query";"resource sqlite_query(resource dbhandle, string query)resource sqlite_query(string query, resource dbhandle)";"Executes a query against a given database and returns a result handle.";"resource";
"2915";"SQLite";"sqlite_rewind";"bool sqlite_rewind(resource result)";"Seek to the first row number.";"bool";
"2916";"SQLite";"sqlite_seek";"bool sqlite_seek(resource result, int rownum)";"Seek to a particular row number of a buffered result set.";"bool";
"2917";"SQLite";"sqlite_single_query";"mixed sqlite_single_query(resource db, string query[, bool first_row_only[, bool decode_binary]])";"Executes a query and returns either an array for one single column or the value of the first row";"mixed";
"2918";"SQLite";"sqlite_udf_decode_binary";"string sqlite_udf_decode_binary(string data)";"Decode binary data passed as parameters to an UDF.";"string";
"2919";"SQLite";"sqlite_udf_encode_binary";"string sqlite_udf_encode_binary(string data)";"Encode binary data before returning it from an UDF.";"string";
"2920";"SQLite";"sqlite_unbuffered_query";"resource sqlite_unbuffered_query(resource dbhandle, string query)resource sqlite_unbuffered_query(string query, resource dbhandle)";"Execute a query that does not prefetch and buffer all data";"resource";
"2921";"SWF";"swf_actiongeturl";"void swf_actiongeturl(string url, string target)";"Get a URL from a Shockwave Flash movie";"void";
"2922";"SWF";"swf_actiongotoframe";"void swf_actiongotoframe(int framenumber)";"Play a frame and then stop";"void";
"2923";"SWF";"swf_actiongotolabel";"void swf_actiongotolabel(string label)";"Display a frame with the specified label";"void";
"2924";"SWF";"swf_actionnextframe";"void swf_actionnextframe()";"Go forward one frame";"void";
"2925";"SWF";"swf_actionplay";"void swf_actionplay()";"Start playing the flash movie from the current frame";"void";
"2926";"SWF";"swf_actionprevframe";"void swf_actionprevframe()";"Go backwards one frame";"void";
"2927";"SWF";"swf_actionsettarget";"void swf_actionsettarget(string target)";"Set the context for actions";"void";
"2928";"SWF";"swf_actionstop";"void swf_actionstop()";"Stop playing the flash movie at the current frame";"void";
"2929";"SWF";"swf_actiontogglequality";"void swf_actiontogglequality()";"Toggle between low and high quality";"void";
"2930";"SWF";"swf_actionwaitforframe";"void swf_actionwaitforframe(int framenumber, int skipcount)";"Skip actions if a frame has not been loaded";"void";
"2931";"SWF";"swf_addbuttonrecord";"void swf_addbuttonrecord(int states, int shapeid, int depth)";"Controls location, appearance and active area of the current button";"void";
"2932";"SWF";"swf_addcolor";"void swf_addcolor(float r, float g, float b, float a)";"Set the global add color to the rgba value specified";"void";
"2933";"SWF";"swf_closefile";"void swf_closefile([int return_file])";"Close the current Shockwave Flash file";"void";
"2934";"SWF";"swf_definebitmap";"void swf_definebitmap(int objid, string image_name)";"Define a bitmap";"void";
"2935";"SWF";"swf_definefont";"void swf_definefont(int fontid, string fontname)";"Defines a font";"void";
"2936";"SWF";"swf_defineline";"void swf_defineline(int objid, float x1, float y1, float x2, float y2, float width)";"Define a line";"void";
"2937";"SWF";"swf_definepoly";"void swf_definepoly(int objid, array coords, int npoints, float width)";"Define a polygon";"void";
"2938";"SWF";"swf_definerect";"void swf_definerect(int objid, float x1, float y1, float x2, float y2, float width)";"Define a rectangle";"void";
"2939";"SWF";"swf_definetext";"void swf_definetext(int objid, string str, int docenter)";"Define a text string";"void";
"2940";"SWF";"swf_endbutton";"void swf_endbutton()";"End the definition of the current button";"void";
"2941";"SWF";"swf_enddoaction";"void swf_enddoaction()";"End the current action";"void";
"2942";"SWF";"swf_endshape";"void swf_endshape()";"Completes the definition of the current shape";"void";
"2943";"SWF";"swf_endsymbol";"void swf_endsymbol()";"End the definition of a symbol";"void";
"2944";"SWF";"swf_fontsize";"void swf_fontsize(float size)";"Change the font size";"void";
"2945";"SWF";"swf_fontslant";"void swf_fontslant(float slant)";"Set the font slant";"void";
"2946";"SWF";"swf_fonttracking";"void swf_fonttracking(float tracking)";"Set the current font tracking";"void";
"2947";"SWF";"swf_getbitmapinfo";"array swf_getbitmapinfo(int bitmapid)";"Get information about a bitmap";"array";
"2948";"SWF";"swf_getfontinfo";"array swf_getfontinfo()";"The height in pixels of a capital A and a lowercase x";"array";
"2949";"SWF";"swf_getframe";"int swf_getframe()";"Get the frame number of the current frame";"int";
"2950";"SWF";"swf_labelframe";"void swf_labelframe(string name)";"Label the current frame";"void";
"2951";"SWF";"swf_lookat";"void swf_lookat(float view_x, float view_y, float view_z, float reference_x, float reference_y, float reference_z, float twist)";"Define a viewing transformation";"void";
"2952";"SWF";"swf_modifyobject";"void swf_modifyobject(int depth, int how)";"Modify an object";"void";
"2953";"SWF";"swf_mulcolor";"void swf_mulcolor(float r, float g, float b, float a)";"Sets the global multiply color to the rgba value specified";"void";
"2954";"SWF";"swf_nextid";"int swf_nextid()";"Returns the next free object id";"int";
"2955";"SWF";"swf_oncondition";"void swf_oncondition(int transition)";"Describe a transition used to trigger an action list";"void";
"2956";"SWF";"swf_openfile";"void swf_openfile(string filename, float width, float height, float framerate, float r, float g, float b)";"Open a new Shockwave Flash file";"void";
"2957";"SWF";"swf_ortho2";"void swf_ortho2(float xmin, float xmax, float ymin, float ymax)";"Defines 2D orthographic mapping of user coordinates onto the current viewport";"void";
"2958";"SWF";"swf_ortho";"void swf_ortho(float xmin, float xmax, float ymin, float ymax, float zmin, float zmax)";"Defines an orthographic mapping of user coordinates onto the current viewport";"void";
"2959";"SWF";"swf_perspective";"void swf_perspective(float fovy, float aspect, float near, float far)";"Define a perspective projection transformation";"void";
"2960";"SWF";"swf_placeobject";"void swf_placeobject(int objid, int depth)";"Place an object onto the screen";"void";
"2961";"SWF";"swf_popmatrix";"void swf_popmatrix()";"Restore a previous transformation matrix";"void";
"2962";"SWF";"swf_posround";"void swf_posround(int round)";"Enables or Disables the rounding of the translation when objects are placed or moved";"void";
"2963";"SWF";"swf_pushmatrix";"void swf_pushmatrix()";"Push the current transformation matrix back unto the stack";"void";
"2964";"SWF";"swf_removeobject";"void swf_removeobject(int depth)";"Remove an object";"void";
"2965";"SWF";"swf_rotate";"void swf_rotate(float angle, string axis)";"Rotate the current transformation";"void";
"2966";"SWF";"swf_scale";"void swf_scale(float x, float y, float z)";"Scale the current transformation";"void";
"2967";"SWF";"swf_setfont";"void swf_setfont(int fontid)";"Change the current font";"void";
"2968";"SWF";"swf_setframe";"void swf_setframe(int framenumber)";"Switch to a specified frame";"void";
"2969";"SWF";"swf_shapearc";"void swf_shapearc(float x, float y, float r, float ang1, float ang2)";"Draw a circular arc";"void";
"2970";"SWF";"swf_shapecurveto3";"void swf_shapecurveto3(float x1, float y1, float x2, float y2, float x3, float y3)";"Draw a cubic bezier curve";"void";
"2971";"SWF";"swf_shapecurveto";"void swf_shapecurveto(float x1, float y1, float x2, float y2)";"Draw a quadratic bezier curve between two points";"void";
"2972";"SWF";"swf_shapefillbitmapclip";"void swf_shapefillbitmapclip(int bitmapid)";"Set current fill mode to clipped bitmap";"void";
"2973";"SWF";"swf_shapefillbitmaptile";"void swf_shapefillbitmaptile(int bitmapid)";"Set current fill mode to tiled bitmap";"void";
"2974";"SWF";"swf_shapefilloff";"void swf_shapefilloff()";"Turns off filling";"void";
"2975";"SWF";"swf_shapefillsolid";"void swf_shapefillsolid(float r, float g, float b, float a)";"Set the current fill style to the specified color";"void";
"2976";"SWF";"swf_shapelinesolid";"void swf_shapelinesolid(float r, float g, float b, float a, float width)";"Set the current line style";"void";
"2977";"SWF";"swf_shapelineto";"void swf_shapelineto(float x, float y)";"Draw a line";"void";
"2978";"SWF";"swf_shapemoveto";"void swf_shapemoveto(float x, float y)";"Move the current position";"void";
"2979";"SWF";"swf_showframe";"void swf_showframe()";"Display the current frame";"void";
"2980";"SWF";"swf_startbutton";"void swf_startbutton(int objid, int type)";"Start the definition of a button";"void";
"2981";"SWF";"swf_startdoaction";"void swf_startdoaction()";"Start a description of an action list for the current frame";"void";
"2982";"SWF";"swf_startshape";"void swf_startshape(int objid)";"Start a complex shape";"void";
"2983";"SWF";"swf_startsymbol";"void swf_startsymbol(int objid)";"Define a symbol";"void";
"2984";"SWF";"swf_textwidth";"float swf_textwidth(string str)";"Get the width of a string";"float";
"2985";"SWF";"swf_translate";"void swf_translate(float x, float y, float z)";"Translate the current transformations";"void";
"2986";"SWF";"swf_viewport";"void swf_viewport(float xmin, float xmax, float ymin, float ymax)";"Select an area for future drawing";"void";
"2987";"SNMP";"snmp_get_valueretrieval";"int snmp_get_valueretrieval()";"Return the method how the SNMP values will be returned";"int";
"2988";"SNMP";"snmp_read_mib";"int snmp_read_mib(string filename)";"Reads and parses a MIB file into the active MIB tree.";"int";
"2989";"SNMP";"snmp_set_enum_print";"void snmp_set_enum_print(int enum_print)";"Return all values that are enums with their enum value instead of the raw integer";"void";
"2990";"SNMP";"snmp_set_oid_numeric_print";"void snmp_set_oid_numeric_print(int oid_numeric_print)";"Return all objects including their respective object id within the specified one";"void";
"2991";"SNMP";"snmp_set_quick_print";"void snmp_set_quick_print(bool quick_print)";"Set the value of quick_print within the UCD SNMP library";"void";
"2992";"SNMP";"snmp_set_valueretrieval";"int snmp_set_valueretrieval(int method)";"Specify the method how the SNMP values will be returned";"int";
"2993";"SNMP";"snmpget";"string snmpget(string hostname, string community, string object_id[, int timeout[, int retries]])";"Fetch an SNMP object";"string";
"2994";"SNMP";"snmpgetnext";"string snmpgetnext(string host, string community, string object_id[, int timeout[, int retries]])";"Fetch a SNMP object";"string";
"2995";"SNMP";"snmprealwalk";"array snmprealwalk(string host, string community, string object_id[, int timeout[, int retries]])";"Return all objects including their respective object ID within the specified one";"array";
"2996";"SNMP";"snmpset";"bool snmpset(string hostname, string community, string object_id, string type, mixed value[, int timeout[, int retries]])";"Set an SNMP object";"bool";
"2997";"SNMP";"snmpwalk";"array snmpwalk(string hostname, string community, string object_id[, int timeout[, int retries]])";"Fetch all the SNMP objects from an agent";"array";
"2998";"SNMP";"snmpwalkoid";"array snmpwalkoid(string hostname, string community, string object_id[, int timeout[, int retries]])";"Query for a tree of information about a network entity";"array";
"2999";"Sockets";"socket_accept";"resource socket_accept(resource socket)";"Accepts a connection on a socket";"resource";
"3000";"Sockets";"socket_bind";"bool socket_bind(resource socket, string address[, int port])";"Binds a name to a socket";"bool";
"3001";"Sockets";"socket_clear_error";"void socket_clear_error([resource socket])";"Clears the error on the socket or the last error code";"void";
"3002";"Sockets";"socket_close";"void socket_close(resource socket)";"Closes a socket resource";"void";
"3003";"Sockets";"socket_connect";"bool socket_connect(resource socket, string address[, int port])";"Initiates a connection on a socket";"bool";
"3004";"Sockets";"socket_create_listen";"resource socket_create_listen(int port[, int backlog])";"Opens a socket on port to accept connections";"resource";
"3005";"Sockets";"socket_create_pair";"bool socket_create_pair(int domain, int type, int protocol, array &fd)";"Creates a pair of indistinguishable sockets and stores them in an array.";"bool";
"3006";"Sockets";"socket_create";"resource socket_create(int domain, int type, int protocol)";"Create a socket (endpoint for communication)";"resource";
"3007";"Sockets";"socket_get_option";"mixed socket_get_option(resource socket, int level, int optname)";"Gets socket options for the socket";"mixed";
"3008";"Sockets";"socket_getpeername";"bool socket_getpeername(resource socket, string &addr[, int &port])";"Queries the remote side of the given socket which may either result in host/port or in a Unix filesystem path, dependent on its type.";"bool";
"3009";"Sockets";"socket_getsockname";"bool socket_getsockname(resource socket, string &addr[, int &port])";"Queries the local side of the given socket which may either result in host/port or in a Unix filesystem path, dependent on its type.";"bool";
"3010";"Sockets";"socket_iovec_add";"bool socket_iovec_add(resource iovec, int iov_len)";"Adds a new vector to the scatter/gather array";"bool";
"3011";"Sockets";"socket_iovec_delete";"bool socket_iovec_delete(resource iovec, int iov_pos)";"Deletes a vector from an array of vectors";"bool";
"3012";"Sockets";"socket_iovec_fetch";"string socket_iovec_fetch(resource iovec, int iovec_position)";"Returns the data held in the iovec specified by iovec_id[iovec_position]";"string";
"3013";"Sockets";"socket_iovec_free";"bool socket_iovec_free(resource iovec)";"Frees the iovec specified by iovec_id";"bool";
"3014";"Sockets";"socket_iovec_set";"bool socket_iovec_set(resource iovec, int iovec_position, string new_val)";"Sets the data held in iovec_id[iovec_position] to new_val";"bool";
"3015";"Sockets";"socket_last_error";"int socket_last_error([resource socket])";"Returns the last error on the socket";"int";
"3016";"Sockets";"socket_listen";"bool socket_listen(resource socket[, int backlog])";"Listens for a connection on a socket";"bool";
"3017";"Sockets";"socket_read";"string socket_read(resource socket, int length[, int type])";"Reads a maximum of length bytes from a socket";"string";
"3018";"Sockets";"socket_readv";"bool socket_readv(resource socket, resource iovec_id)";"Reads from an fd, using the scatter-gather array defined by iovec_id";"bool";
"3019";"Sockets";"socket_recv";"int socket_recv(resource socket, string &buf, int len, int flags)";"Receives data from a connected socket";"int";
"3020";"Sockets";"socket_recvfrom";"int socket_recvfrom(resource socket, string &buf, int len, int flags, string &name[, int &port])";"Receives data from a socket, connected or not";"int";
"3021";"Sockets";"socket_recvmsg";"bool socket_recvmsg(resource socket, resource iovec, array &control, int &controllen, int &flags, string &addr[, int &port])";"Used to receive messages on a socket, whether connection-oriented or not";"bool";
"3022";"Sockets";"socket_select";"int socket_select(array &read, array &write, array &except, int tv_sec[, int tv_usec])";"Runs the select() system call on the given arrays of sockets with a specified timeout";"int";
"3023";"Sockets";"socket_send";"int socket_send(resource socket, string buf, int len, int flags)";"Sends data to a connected socket";"int";
"3024";"Sockets";"socket_sendmsg";"bool socket_sendmsg(resource socket, resource iovec, int flags, string addr[, int port])";"Sends a message to a socket, regardless of whether it is connection-oriented or not";"bool";
"3025";"Sockets";"socket_sendto";"int socket_sendto(resource socket, string buf, int len, int flags, string addr[, int port])";"Sends a message to a socket, whether it is connected or not";"int";
"3026";"Sockets";"socket_set_block";"bool socket_set_block(resource socket)";"Sets blocking mode on a socket resource";"bool";
"3027";"Sockets";"socket_set_nonblock";"bool socket_set_nonblock(resource socket)";"Sets nonblocking mode for file descriptor fd";"bool";
"3028";"Sockets";"socket_set_option";"bool socket_set_option(resource socket, int level, int optname, mixed optval)";"Sets socket options for the socket";"bool";
"3029";"Sockets";"socket_shutdown";"bool socket_shutdown(resource socket[, int how])";"Shuts down a socket for receiving, sending, or both.";"bool";
"3030";"Sockets";"socket_strerror";"string socket_strerror(int errno)";"Return a string describing a socket error";"string";
"3031";"Sockets";"socket_write";"int socket_write(resource socket, string buffer[, int length])";"Write to a socket";"int";
"3032";"Sockets";"socket_writev";"bool socket_writev(resource socket, resource iovec_id)";"Writes to a file descriptor, fd, using the scatter-gather array defined by iovec_id";"bool";
"3033";"spl";"ArrayIterator::current";"mixed ArrayIterator::current()";"Return current array entry";"mixed";
"3034";"spl";"ArrayIterator::key";"mixed ArrayIterator::key()";"Return current array key";"mixed";
"3035";"spl";"ArrayIterator::next";"void ArrayIterator::next()";"Move to next entry";"void";
"3036";"spl";"ArrayIterator::rewind";"void ArrayIterator::rewind()";"Rewind array back to the start";"void";
"3037";"spl";"ArrayIterator::seek";"void ArrayIterator::seek(int position)";"Seek to position";"void";
"3038";"spl";"ArrayIterator::valid";"bool ArrayIterator::valid()";"Check whether array contains more entries";"bool";
"3039";"spl";"ArrayObject::append";"void ArrayObject::append(mixed newval)";"Appends the value";"void";
"3040";"spl";"ArrayObject::__construct";"void ArrayObject::__construct(mixed input)";"Construct a new array object";"void";
"3041";"spl";"ArrayObject::count";"int ArrayObject::count()";"Return the number of elements in the Iterator";"int";
"3042";"spl";"ArrayObject::getIterator";"ArrayIterator ArrayObject::getIterator()";"Create a new iterator from an ArrayObject instance";"ArrayIterator";
"3043";"spl";"ArrayObject::offsetExists";"bool ArrayObject::offsetExists(mixed index)";"Returns whether the requested $index exists";"bool";
"3044";"spl";"ArrayObject::offsetGet";"bool ArrayObject::offsetGet(mixed index)";"Returns the value at the specified $index";"bool";
"3045";"spl";"ArrayObject::offsetSet";"void ArrayObject::offsetSet(mixed index, mixed newval)";"Sets the value at the specified $index to $newval";"void";
"3046";"spl";"ArrayObject::offsetUnset";"void ArrayObject::offsetUnset(mixed index)";"Unsets the value at the specified $index";"void";
"3047";"spl";"CachingIterator::hasNext";"boolean CachingIterator::hasNext()";"Cehck whether the inner iterator has a valid next element";"boolean";
"3048";"spl";"CachingIterator::next";"void CachingIterator::next()";"Move the iterator forward";"void";
"3049";"spl";"CachingIterator::rewind";"void CachingIterator::rewind()";"Rewind the iterator";"void";
"3050";"spl";"CachingIterator::__toString";"string CachingIterator::__toString()";"Retrun the string representation of the current element";"string";
"3051";"spl";"CachingIterator::valid";"boolean CachingIterator::valid()";"Check whether the current element is valid";"boolean";
"3052";"spl";"CachingRecursiveIterator::hasChildren";"bolean CachingRecursiveIterator::hasChildren()";"Check whether the current element of the inner iterator has children";"bolean";
"3053";"spl";"DirectoryIterator::__construct";"void DirectoryIterator::__construct(string path)";"Constructs a new dir iterator from a path.";"void";
"3054";"spl";"DirectoryIterator::current";"DirectoryIterator DirectoryIterator::current()";"Return this (needed for Iterator interface)";"DirectoryIterator";
"3055";"spl";"DirectoryIterator::fileATime";"int DirectoryIterator::fileATime()";"Get last access time of file";"int";
"3056";"spl";"DirectoryIterator::fileCTime";"int DirectoryIterator::fileCTime()";"Get inode modification time of file";"int";
"3057";"spl";"DirectoryIterator::fileGroup";"int DirectoryIterator::fileGroup()";"Get file group";"int";
"3058";"spl";"DirectoryIterator::fileInode";"int DirectoryIterator::fileInode()";"Get file inode";"int";
"3059";"spl";"DirectoryIterator::fileMTime";"int DirectoryIterator::fileMTime()";"Get last modification time of file";"int";
"3060";"spl";"DirectoryIterator::fileOwner";"int DirectoryIterator::fileOwner()";"Get file owner";"int";
"3061";"spl";"DirectoryIterator::filePerms";"int DirectoryIterator::filePerms()";"Get file permissions";"int";
"3062";"spl";"DirectoryIterator::fileSize";"int DirectoryIterator::fileSize()";"Get file size";"int";
"3063";"spl";"DirectoryIterator::fileType";"string DirectoryIterator::fileType()";"Get file type";"string";
"3064";"spl";"DirectoryIterator::getChildren";"RecursiveDirectoryIterator DirectoryIterator::getChildren()";"Returns an iterator for the current entry if it is a directory";"RecursiveDirectoryIterator";
"3065";"spl";"DirectoryIterator::getFilename";"string DirectoryIterator::getFilename()";"Return filename of current dir entry";"string";
"3066";"spl";"DirectoryIterator::getPath";"string DirectoryIterator::getPath()";"Return directory path";"string";
"3067";"spl";"DirectoryIterator::getPathname";"string DirectoryIterator::getPathname()";"Return path and filename of current dir entry";"string";
"3068";"spl";"DirectoryIterator::isDir";"bool DirectoryIterator::isDir()";"Returns true if file is directory";"bool";
"3069";"spl";"DirectoryIterator::isExecutable";"bool DirectoryIterator::isExecutable()";"Returns true if file is executable";"bool";
"3070";"spl";"DirectoryIterator::isFile";"bool DirectoryIterator::isFile()";"Returns true if file is a regular file";"bool";
"3071";"spl";"DirectoryIterator::isLink";"bool DirectoryIterator::isLink()";"Returns true if file is symbolic link";"bool";
"3072";"spl";"DirectoryIterator::isReadable";"bool DirectoryIterator::isReadable()";"Returns true if file can be read";"bool";
"3073";"spl";"DirectoryIterator::isWritable";"bool DirectoryIterator::isWritable()";"Returns true if file can be written";"bool";
"3074";"spl";"DirectoryIterator::key";"string DirectoryIterator::key()";"Return current dir entry";"string";
"3075";"spl";"DirectoryIterator::next";"void DirectoryIterator::next()";"Move to next entry";"void";
"3076";"spl";"DirectoryIterator::rewind";"void DirectoryIterator::rewind()";"Rewind dir back to the start";"void";
"3077";"spl";"DirectoryIterator::valid";"string DirectoryIterator::valid()";"Check whether dir contains more entries";"string";
"3078";"spl";"FilterIterator::current";"mixed FilterIterator::current()";"Get the current element value";"mixed";
"3079";"spl";"FilterIterator::getInnerIterator";"Iterator FilterIterator::getInnerIterator()";"Get the inner iterator";"Iterator";
"3080";"spl";"FilterIterator::key";"mixed FilterIterator::key()";"Get the current key";"mixed";
"3081";"spl";"FilterIterator::next";"void FilterIterator::next()";"Move the iterator forward";"void";
"3082";"spl";"FilterIterator::rewind";"void FilterIterator::rewind()";"Rewind the iterator";"void";
"3083";"spl";"FilterIterator::valid";"boolean FilterIterator::valid()";"Check whether the current element is valid";"boolean";
"3084";"spl";"LimitIterator::getPosition";"int LimitIterator::getPosition()";"Return the current position";"int";
"3085";"spl";"LimitIterator::next";"void LimitIterator::next()";"Move the iterator forward";"void";
"3086";"spl";"LimitIterator::rewind";"void LimitIterator::rewind()";"Rewind the iterator to the specified starting offset";"void";
"3087";"spl";"LimitIterator::seek";"void LimitIterator::seek(int position)";"Seek to the given position";"void";
"3088";"spl";"LimitIterator::valid";"boolean LimitIterator::valid()";"Check whether the current element is valid";"boolean";
"3089";"spl";"ParentIterator::next";"void ParentIterator::next()";"Move the iterator forward";"void";
"3090";"spl";"ParentIterator::rewind";"void ParentIterator::rewind()";"Rewind the iterator";"void";
"3091";"spl";"RecursiveDirectoryIterator::getChildren";"object RecursiveDirectoryIterator::getChildren()";"Returns an iterator for the current entry if it is a directory";"object";
"3092";"spl";"RecursiveDirectoryIterator::key";"string RecursiveDirectoryIterator::key()";"Return path and filename of current dir entry";"string";
"3093";"spl";"RecursiveDirectoryIterator::next";"void RecursiveDirectoryIterator::next()";"Move to next entry";"void";
"3094";"spl";"RecursiveDirectoryIterator::rewind";"void RecursiveDirectoryIterator::rewind()";"Rewind dir back to the start";"void";
"3095";"spl";"RecursiveIteratorIterator::current";"mixed RecursiveIteratorIterator::current()";"Access the current element value";"mixed";
"3096";"spl";"RecursiveIteratorIterator::getDepth";"int RecursiveIteratorIterator::getDepth()";"Get the current depth of the recursive iteration";"int";
"3097";"spl";"RecursiveIteratorIterator::getSubIterator";"RecursiveIterator RecursiveIteratorIterator::getSubIterator()";"The current active sub iterator";"RecursiveIterator";
"3098";"spl";"RecursiveIteratorIterator::key";"mixed RecursiveIteratorIterator::key()";"Access the current key";"mixed";
"3099";"spl";"RecursiveIteratorIterator::next";"void RecursiveIteratorIterator::next()";"Move forward to the next element";"void";
"3100";"spl";"RecursiveIteratorIterator::rewind";"void RecursiveIteratorIterator::rewind()";"Rewind the iterator to the first element of the top level inner iterator.";"void";
"3101";"spl";"RecursiveIteratorIterator::valid";"bolean RecursiveIteratorIterator::valid()";"Check whether the current position is valid";"bolean";
"3102";"spl";"SimpleXMLIterator::current";"mixed SimpleXMLIterator::current()";"Return current SimpleXML entry";"mixed";
"3103";"spl";"SimpleXMLIterator::getChildren";"object SimpleXMLIterator::getChildren()";"Returns an iterator for the current entry if it is a SimpleXML object";"object";
"3104";"spl";"SimpleXMLIterator::hasChildren";"bool SimpleXMLIterator::hasChildren()";"Returns whether current entry is a SimpleXML object";"bool";
"3105";"spl";"SimpleXMLIterator::key";"mixed SimpleXMLIterator::key()";"Return current SimpleXML key";"mixed";
"3106";"spl";"SimpleXMLIterator::next";"void SimpleXMLIterator::next()";"Move to next entry";"void";
"3107";"spl";"SimpleXMLIterator::rewind";"void SimpleXMLIterator::rewind()";"Rewind SimpleXML back to the start";"void";
"3108";"spl";"SimpleXMLIterator::valid";"bool SimpleXMLIterator::valid()";"Check whether SimpleXML contains more entries";"bool";
"3109";"Streams";"stream_context_create";"resource stream_context_create(array options)";"Create a streams context";"resource";
"3110";"Streams";"stream_context_get_options";"array stream_context_get_options(resource stream|context)";"Retrieve options for a stream/wrapper/context";"array";
"3111";"Streams";"stream_context_set_option";"bool stream_context_set_option(resource context|stream, string wrapper, string option, mixed value)";"Sets an option for a stream/wrapper/context";"bool";
"3112";"Streams";"stream_context_set_params";"bool stream_context_set_params(resource stream|context, array params)";"Set parameters for a stream/wrapper/context";"bool";
"3113";"Streams";"stream_copy_to_stream";"int stream_copy_to_stream(resource source, resource dest[, int maxlength])";"Copies data from one stream to another";"int";
"3114";"Streams";"stream_filter_append";"bool stream_filter_append(resource stream, string filtername[, int read_write[, mixed params]])";"Attach a filter to a stream.";"bool";
"3115";"Streams";"stream_filter_prepend";"bool stream_filter_prepend(resource stream, string filtername[, int read_write[, mixed params]])";"Attach a filter to a stream.";"bool";
"3116";"Streams";"stream_filter_register";"bool stream_filter_register(string filtername, string classname)int filter(resource in, resource out, int &consumed, bool closing)void onCreate()void onClose()";"Register a stream filter implemented as a PHP class derived from php_user_filter";"bool";
"3117";"Streams";"stream_get_contents";"string stream_get_contents(resource handle[, int maxlength])";"Reads remainder of a stream into a string";"string";
"3118";"Streams";"stream_get_filters";"array stream_get_filters()";"Retrieve list of registered filters";"array";
